trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.9754189607268368}",35,0,-196.13935699483787,"{0: 18, 1: 5, 2: 9, 3: 1, 4: 2}",0
2,False,"{'a': 0.1, 'e': 0.9078788490813933}",25,15,-16.686370395582177,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
3,False,"{'a': 0.1, 'e': 0.8139031961014406}",25,0,-179.32272653760532,"{0: 11, 1: 3, 2: 7, 3: 3, 4: 1}",0
4,False,"{'a': 0.1, 'e': 0.7164839244374953}",20,0,-159.52493934215875,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
5,False,"{'a': 0.1, 'e': 0.6394513912521679}",25,5,-140.83604947748898,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",1
6,False,"{'a': 0.1, 'e': 0.601640299779503}",25,0,-276.175452015316,"{0: 9, 1: 4, 2: 5, 3: 3, 4: 4}",0
7,False,"{'a': 0.1, 'e': 0.6122797664780615}",25,0,-149.22958655105268,"{0: 11, 1: 5, 2: 5, 3: 4, 4: 0}",1
8,False,"{'a': 0.1, 'e': 0.6687358588066158}",20,15,-1.3452849433433558,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
9,False,"{'a': 0.1, 'e': 0.7571587833577416}",25,0,-168.72193627357768,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
10,False,"{'a': 0.1, 'e': 0.8558757046555526}",35,0,-304.2379546450657,"{0: 20, 1: 1, 2: 6, 3: 3, 4: 5}",0
11,False,"{'a': 0.1, 'e': 0.9406980475079079}",25,0,-172.0706400973054,"{0: 9, 1: 6, 2: 7, 3: 2, 4: 1}",0
12,False,"{'a': 0.1, 'e': 0.9908436164612772}",35,0,-238.4692671488023,"{0: 17, 1: 8, 2: 5, 3: 2, 4: 3}",0
13,False,"{'a': 0.1, 'e': 0.9940236123629155}",25,0,-189.02464093371125,"{0: 15, 1: 4, 2: 2, 3: 0, 4: 4}",0
14,False,"{'a': 0.1, 'e': 0.9494493582374448}",30,0,-140.1135507007947,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
15,False,"{'a': 0.1, 'e': 0.8680230729716547}",25,0,-160.94673244573056,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
16,False,"{'a': 0.1, 'e': 0.769666553249096}",20,0,-204.09692292558958,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 4}",0
17,False,"{'a': 0.1, 'e': 0.6784423035099482}",20,0,-107.36586192397618,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
18,False,"{'a': 0.1, 'e': 0.6166619545173431}",20,12,-7.502878893803313,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
19,False,"{'a': 0.1, 'e': 0.5994244941800789}",20,0,-107.75432252649517,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
20,False,"{'a': 0.1, 'e': 0.6309213227963401}",20,0,-56.32999946841796,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
21,False,"{'a': 0.1, 'e': 0.7034123399105597}",20,0,-122.86871311830215,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
22,False,"{'a': 0.1, 'e': 0.7991231922904954}",25,0,-199.7409815235858,"{0: 11, 1: 4, 2: 7, 3: 0, 4: 3}",0
23,False,"{'a': 0.1, 'e': 0.8945986315615749}",25,0,-95.89089047524212,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
24,False,"{'a': 0.1, 'e': 0.9664457418463069}",30,0,-94.47592216611588,"{0: 20, 1: 1, 2: 7, 3: 2, 4: 0}",0
25,False,"{'a': 0.1, 'e': 0.9970607566961269}",25,0,-100.8956385305519,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
26,False,"{'a': 0.1, 'e': 0.9789374839636852}",25,0,-237.42142471065637,"{0: 11, 1: 2, 2: 8, 3: 0, 4: 4}",0
27,False,"{'a': 0.1, 'e': 0.9165028755037911}",25,0,-115.70716828273923,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
28,False,"{'a': 0.1, 'e': 0.8250308707993703}",20,0,-105.83369235968617,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
29,False,"{'a': 0.1, 'e': 0.7269010027169964}",30,0,-249.99330030527958,"{0: 15, 1: 2, 2: 8, 3: 1, 4: 4}",0
30,False,"{'a': 0.1, 'e': 0.646118230175951}",20,0,-120.82018561918701,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
31,False,"{'a': 0.1, 'e': 0.6024359485831708}",25,0,-108.35625641144102,"{0: 14, 1: 2, 2: 6, 3: 3, 4: 0}",0
32,False,"{'a': 0.1, 'e': 0.60652100600273}",20,0,-113.8944576948576,"{0: 14, 1: 2, 2: 0, 3: 2, 4: 2}",0
33,False,"{'a': 0.1, 'e': 0.6573441705574091}",20,0,-143.4796142618735,"{0: 12, 1: 2, 2: 1, 3: 3, 4: 2}",0
34,False,"{'a': 0.1, 'e': 0.7424344434595557}",35,20,-86.50495990708295,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 1}",1
35,False,"{'a': 0.1, 'e': 0.8409343846680439}",30,0,-167.13818453776688,"{0: 17, 1: 5, 2: 4, 3: 2, 4: 2}",0
36,False,"{'a': 0.1, 'e': 0.9287079136188802}",25,0,-64.51011527999212,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
37,False,"{'a': 0.1, 'e': 0.9842497303282775}",20,0,-115.22823134852507,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
38,False,"{'a': 0.1, 'e': 0.9939495081275119}",20,0,-19.437952057491415,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
39,False,"{'a': 0.1, 'e': 0.9554222582863339}",20,0,-178.87453566430267,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
40,False,"{'a': 0.1, 'e': 0.8780899467132277}",30,13,-20.936970929970038,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 0}",1
41,False,"{'a': 0.1, 'e': 0.7808725286694603}",20,0,-202.68652791083557,"{0: 9, 1: 2, 2: 4, 3: 2, 4: 3}",0
42,False,"{'a': 0.1, 'e': 0.6875542405337347}",30,5,-192.8974772933674,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",1
43,False,"{'a': 0.1, 'e': 0.6209599953774207}",20,13,-47.2324771108867,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 1}",1
44,False,"{'a': 0.1, 'e': 0.5973678002482998}",35,11,-51.45814910607016,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 0}",1
45,False,"{'a': 0.1, 'e': 0.6225250461573811}",30,0,-143.0386741245185,"{0: 18, 1: 4, 2: 4, 3: 3, 4: 1}",0
46,False,"{'a': 0.1, 'e': 0.6902436023120272}",35,21,-105.0970093024331,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 2}",1
47,False,"{'a': 0.1, 'e': 0.7839171321774706}",20,0,-34.41597081915817,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
48,False,"{'a': 0.1, 'e': 0.8805885896203558}",30,0,-151.01375163993137,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
49,False,"{'a': 0.1, 'e': 0.9565716174784169}",25,0,-170.68693595849473,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
50,False,"{'a': 0.1, 'e': 0.9932493595608313}",20,4,-35.414570206372225,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
51,False,"{'a': 0.1, 'e': 0.9816310409984792}",25,0,-54.642782905760846,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
52,False,"{'a': 0.1, 'e': 0.9245510683705063}",30,18,-51.540547049040505,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
53,False,"{'a': 0.1, 'e': 0.835972760849826}",20,0,-120.53065802652647,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
54,False,"{'a': 0.1, 'e': 0.7375677481666654}",20,0,-127.87596681107243,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
55,False,"{'a': 0.1, 'e': 0.6534089819097246}",20,0,-161.9323038022871,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
56,False,"{'a': 0.1, 'e': 0.6040769453075578}",25,0,-61.33389166655983,"{0: 19, 1: 1, 2: 2, 3: 3, 4: 0}",0
57,False,"{'a': 0.1, 'e': 0.60162204047019}",20,0,-177.45674289333132,"{0: 11, 1: 4, 2: 1, 3: 0, 4: 4}",0
58,False,"{'a': 0.1, 'e': 0.6466162407966392}",25,0,-16.828135482340635,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
59,False,"{'a': 0.1, 'e': 0.7280153744747349}",25,0,-87.98450056594271,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
60,False,"{'a': 0.1, 'e': 0.8258651882376516}",35,0,-279.90360901631186,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 5}",0
61,False,"{'a': 0.1, 'e': 0.9161881469304216}",20,0,-111.0783035688741,"{0: 8, 1: 4, 2: 6, 3: 2, 4: 0}",0
62,False,"{'a': 0.1, 'e': 0.9768541910372287}",20,0,-140.44672859075646,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
63,False,"{'a': 0.1, 'e': 0.992998031947903}",35,0,-258.04273139169186,"{0: 20, 1: 1, 2: 9, 3: 1, 4: 4}",0
64,False,"{'a': 0.1, 'e': 0.9606568661998537}",30,0,-122.05189749878349,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
65,False,"{'a': 0.1, 'e': 0.8877383166570936}",25,0,-153.44814592510608,"{0: 13, 1: 3, 2: 5, 3: 3, 4: 1}",0
66,False,"{'a': 0.1, 'e': 0.7920821758617225}",25,3,-132.34344583810048,"{0: 9, 1: 4, 2: 8, 3: 0, 4: 1}",1
67,False,"{'a': 0.1, 'e': 0.6970910417440185}",25,5,-84.5429079862295,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",1
68,False,"{'a': 0.1, 'e': 0.626000000616786}",30,0,-220.45744452167142,"{0: 15, 1: 7, 2: 3, 3: 1, 4: 4}",0
69,False,"{'a': 0.1, 'e': 0.5961884723041307}",20,10,-74.66728714273235,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 1}",1
70,False,"{'a': 0.1, 'e': 0.6149267280688268}",20,0,-85.36507012882642,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
71,False,"{'a': 0.1, 'e': 0.6775980888831783}",20,0,-94.46080385858315,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
72,False,"{'a': 0.1, 'e': 0.7688315297875825}",30,0,-127.53268170261727,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
73,False,"{'a': 0.1, 'e': 0.8662668309869251}",30,0,-252.25733916609707,"{0: 15, 1: 2, 2: 8, 3: 1, 4: 4}",0
74,False,"{'a': 0.1, 'e': 0.9460299975921896}",25,14,2.1548591649499724,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.1, 'e': 0.9885781642008065}",20,0,-75.7302936759049,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
76,False,"{'a': 0.1, 'e': 0.983483016870507}",35,0,-109.23904000126426,"{0: 21, 1: 4, 2: 9, 3: 1, 4: 0}",0
77,False,"{'a': 0.1, 'e': 0.9319819152355875}",25,0,-105.5083826972939,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
78,False,"{'a': 0.1, 'e': 0.8466726234975059}",20,3,-176.9015174381032,"{0: 9, 1: 0, 2: 3, 3: 2, 4: 3}",1
79,False,"{'a': 0.1, 'e': 0.7484269588598633}",30,0,-63.92036965610708,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
80,False,"{'a': 0.1, 'e': 0.6612794885681912}",20,13,-6.7626355905881,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.1, 'e': 0.6065429833653259}",25,7,-100.46310234852642,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 3}",1
82,False,"{'a': 0.1, 'e': 0.5975913809103738}",25,0,-67.64491555662835,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
83,False,"{'a': 0.1, 'e': 0.6365873089576053}",20,8,0.4714246555340793,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.1, 'e': 0.7139549123315102}",25,0,-103.36795163612457,"{0: 14, 1: 4, 2: 4, 3: 3, 4: 0}",0
85,False,"{'a': 0.1, 'e': 0.8107264875723412}",30,0,-291.3821796820338,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 6}",0
86,False,"{'a': 0.1, 'e': 0.9031878654255097}",25,0,-129.04024013217375,"{0: 13, 1: 2, 2: 7, 3: 3, 4: 0}",0
87,False,"{'a': 0.1, 'e': 0.9686848401093466}",25,0,-168.7976889676651,"{0: 13, 1: 0, 2: 8, 3: 3, 4: 1}",0
88,False,"{'a': 0.1, 'e': 0.9911689375063183}",35,0,-178.95019171251866,"{0: 18, 1: 6, 2: 7, 3: 3, 4: 1}",0
89,False,"{'a': 0.1, 'e': 0.9651249136935798}",20,0,-87.69062734165749,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
90,False,"{'a': 0.1, 'e': 0.896918818183674}",20,0,-86.88365044369141,"{0: 9, 1: 3, 2: 8, 3: 0, 4: 0}",0
91,False,"{'a': 0.1, 'e': 0.8032371225068954}",25,0,-140.1483985820939,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
92,False,"{'a': 0.1, 'e': 0.7069996184416324}",20,0,-122.99983234159691,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
93,False,"{'a': 0.1, 'e': 0.6317471602091531}",20,0,-160.33675670010115,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
94,False,"{'a': 0.1, 'e': 0.595878496851818}",20,0,-64.44188127872143,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",1
95,False,"{'a': 0.1, 'e': 0.6081471079467246}",30,0,-104.3527926249211,"{0: 19, 1: 1, 2: 8, 3: 2, 4: 0}",0
96,False,"{'a': 0.1, 'e': 0.6655202092379409}",20,0,-181.72832769615732,"{0: 13, 1: 0, 2: 1, 3: 3, 4: 3}",0
97,False,"{'a': 0.1, 'e': 0.7539235887688217}",30,0,-158.63085064882225,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
98,False,"{'a': 0.1, 'e': 0.8516893473629898}",30,0,-110.86745139654265,"{0: 17, 1: 4, 2: 7, 3: 2, 4: 0}",0
99,False,"{'a': 0.1, 'e': 0.9348619554289576}",30,0,-245.84936412592356,"{0: 10, 1: 6, 2: 11, 3: 0, 4: 3}",0
100,False,"{'a': 0.1, 'e': 0.9830632736414384}",30,0,-76.03437450720705,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
101,False,"{'a': 0.1, 'e': 0.98448060733365}",20,9,-29.477091059134096,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 0}",1
102,False,"{'a': 0.1, 'e': 0.9387568448012564}",20,0,-176.48994664044127,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
103,False,"{'a': 0.1, 'e': 0.8570755677567685}",25,0,-175.8229490659553,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
104,False,"{'a': 0.1, 'e': 0.759420864664914}",20,0,-78.60853866744561,"{0: 10, 1: 7, 2: 2, 3: 0, 4: 1}",0
105,False,"{'a': 0.1, 'e': 0.6696832435583542}",20,0,-73.65033485325426,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
106,False,"{'a': 0.1, 'e': 0.6098102022643459}",20,0,-57.842982124831764,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
107,False,"{'a': 0.1, 'e': 0.5944336494719074}",25,2,-63.85167091775314,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 0}",1
108,False,"{'a': 0.1, 'e': 0.6272893426663544}",20,0,-34.81344971765973,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
109,False,"{'a': 0.1, 'e': 0.7003045390306678}",25,0,-105.728728364346,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
110,False,"{'a': 0.1, 'e': 0.7955766723886148}",25,0,-123.11002336298827,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
111,False,"{'a': 0.1, 'e': 0.8897580713775447}",20,0,-124.74720316648663,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
112,False,"{'a': 0.1, 'e': 0.9597728085032182}",30,0,-252.94165955853126,"{0: 16, 1: 6, 2: 2, 3: 1, 4: 5}",0
113,False,"{'a': 0.1, 'e': 0.9884658675500757}",20,0,-66.90768534799027,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
114,False,"{'a': 0.1, 'e': 0.968801669028349}",35,0,-168.27835847178434,"{0: 23, 1: 0, 2: 9, 3: 1, 4: 2}",0
115,False,"{'a': 0.1, 'e': 0.9055844050342515}",25,0,-70.93845893895667,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
116,False,"{'a': 0.1, 'e': 0.8142795291755226}",25,5,-84.34318957791099,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",1
117,False,"{'a': 0.1, 'e': 0.7172254992474837}",30,18,-44.73549647491332,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
118,False,"{'a': 0.1, 'e': 0.6381637047310539}",25,0,-134.7554567231761,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
119,False,"{'a': 0.1, 'e': 0.5964260490415505}",20,9,-50.97071051587128,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
120,False,"{'a': 0.1, 'e': 0.6022031950699651}",20,0,-110.93585461981925,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
121,False,"{'a': 0.1, 'e': 0.6540516371784363}",25,0,-198.14009916502755,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
122,False,"{'a': 0.1, 'e': 0.7392494408040359}",30,0,-106.15183169255151,"{0: 19, 1: 0, 2: 9, 3: 2, 4: 0}",0
123,False,"{'a': 0.1, 'e': 0.8369129844174402}",30,0,-211.28255549175148,"{0: 19, 1: 2, 2: 2, 3: 4, 4: 3}",0
124,False,"{'a': 0.1, 'e': 0.9231111347021548}",20,0,-64.12723518386055,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
125,False,"{'a': 0.1, 'e': 0.9767244483046155}",20,0,-103.79842493715013,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
126,False,"{'a': 0.1, 'e': 0.984614856930922}",30,0,-144.3643398946325,"{0: 19, 1: 1, 2: 6, 3: 3, 4: 1}",0
127,False,"{'a': 0.1, 'e': 0.9448403837438907}",20,0,-125.39041530969185,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
128,False,"{'a': 0.1, 'e': 0.8671282915760103}",20,0,-37.697073957379786,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
129,False,"{'a': 0.1, 'e': 0.7704913866759778}",25,0,-149.15969988567056,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
130,False,"{'a': 0.1, 'e': 0.6785716097655848}",20,0,-74.06248332415237,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
131,False,"{'a': 0.1, 'e': 0.6138513111464579}",25,0,-43.51540218521951,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
132,False,"{'a': 0.1, 'e': 0.5921495780904812}",20,0,-106.0064277843632,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
133,False,"{'a': 0.1, 'e': 0.6187509118899133}",30,15,-77.11278928874862,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 1}",1
134,False,"{'a': 0.1, 'e': 0.6871136631055349}",20,0,-103.19589919333073,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
135,False,"{'a': 0.1, 'e': 0.7804738904434192}",25,0,-110.94191402615701,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
136,False,"{'a': 0.1, 'e': 0.8759514154780188}",25,0,-87.49627139651838,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
137,False,"{'a': 0.1, 'e': 0.9501523620736375}",25,0,-158.76479511420848,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
138,False,"{'a': 0.1, 'e': 0.9848963184964209}",25,0,-118.91377161591667,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
139,False,"{'a': 0.1, 'e': 0.9716660294024297}",20,0,-9.129102225827129,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
140,False,"{'a': 0.1, 'e': 0.9136905468486184}",20,0,-76.24363058718252,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
141,False,"{'a': 0.1, 'e': 0.8251523436344436}",20,0,-121.58812901748088,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
142,False,"{'a': 0.1, 'e': 0.7277130789147775}",20,0,-133.044422111119,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
143,False,"{'a': 0.1, 'e': 0.6452090877730072}",20,0,-160.2616546195021,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 4}",0
144,False,"{'a': 0.1, 'e': 0.5978155640394522}",20,0,-117.53066374101839,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
145,False,"{'a': 0.1, 'e': 0.5971082114598081}",30,17,-50.17864145773164,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
146,False,"{'a': 0.1, 'e': 0.6432311390917606}",20,0,-85.53437814443444,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
147,False,"{'a': 0.1, 'e': 0.7248639015545768}",20,0,-46.24393970708148,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
148,False,"{'a': 0.1, 'e': 0.8219951850343363}",25,0,-162.19709695562656,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 4}",0
149,False,"{'a': 0.1, 'e': 0.9108235430032975}",25,0,-177.13146339418208,"{0: 14, 1: 2, 2: 4, 3: 3, 4: 2}",0
150,False,"{'a': 0.1, 'e': 0.9695850001357755}",35,0,-246.50981784902532,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 5}",0
151,False,"{'a': 0.1, 'e': 0.9838806797399611}",20,0,-92.95163174876927,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
152,False,"{'a': 0.1, 'e': 0.9502002989749445}",30,0,-194.4371437839876,"{0: 16, 1: 3, 2: 8, 3: 0, 4: 3}",0
153,False,"{'a': 0.1, 'e': 0.8767793107658254}",30,0,-188.77910475587112,"{0: 19, 1: 5, 2: 1, 3: 1, 4: 4}",0
154,False,"{'a': 0.1, 'e': 0.7815803967514888}",35,0,-216.39591231240027,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 5}",0
155,False,"{'a': 0.1, 'e': 0.687894046163103}",20,0,-159.79520845487323,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",0
156,False,"{'a': 0.1, 'e': 0.6186357270019268}",25,0,-74.59903145163963,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
157,False,"{'a': 0.1, 'e': 0.5907360244915363}",20,0,-166.34038574930125,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
158,False,"{'a': 0.1, 'e': 0.6109970788336668}",20,0,-89.94395076463368,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
159,False,"{'a': 0.1, 'e': 0.6744294103910068}",20,0,-84.84809381643832,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
160,False,"{'a': 0.1, 'e': 0.7654757904124754}",30,0,-88.40213556417721,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
161,False,"{'a': 0.1, 'e': 0.861821954775138}",20,0,-71.76932737178468,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
162,False,"{'a': 0.1, 'e': 0.9398607338225762}",20,0,-120.54806453193468,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
163,False,"{'a': 0.1, 'e': 0.9804715880451916}",20,0,-103.1587304319084,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 2}",0
164,False,"{'a': 0.1, 'e': 0.9737005967274539}",20,0,-63.641655080824094,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
165,False,"{'a': 0.1, 'e': 0.9211954145298518}",25,3,-60.22588537163088,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 0}",1
166,False,"{'a': 0.1, 'e': 0.8357995504029962}",20,0,-83.39595634570779,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
167,False,"{'a': 0.1, 'e': 0.7384058709744594}",20,0,-197.40732709810058,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
168,False,"{'a': 0.1, 'e': 0.6528401798277057}",20,0,-178.3509632351794,"{0: 7, 1: 2, 2: 6, 3: 4, 4: 1}",0
169,False,"{'a': 0.1, 'e': 0.6000278247074606}",25,0,-86.74923388704316,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
170,False,"{'a': 0.1, 'e': 0.5928715519087313}",20,0,-42.046990196142545,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
171,False,"{'a': 0.1, 'e': 0.633094416137375}",20,0,-25.643185545649835,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
172,False,"{'a': 0.1, 'e': 0.7108202336606787}",25,0,-220.49417079733527,"{0: 15, 1: 0, 2: 4, 3: 2, 4: 4}",0
173,False,"{'a': 0.1, 'e': 0.8069937311576219}",30,14,-88.84314624897686,"{0: 11, 1: 0, 2: 1, 3: 3, 4: 1}",1
174,False,"{'a': 0.1, 'e': 0.8980473356898191}",30,0,-145.24155928720785,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
175,False,"{'a': 0.1, 'e': 0.9616716714294414}",30,17,-39.852219249779665,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
176,False,"{'a': 0.1, 'e': 0.982276862780418}",20,0,-114.79772349178049,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
177,False,"{'a': 0.1, 'e': 0.9548077247717642}",20,0,-209.97911851090845,"{0: 8, 1: 1, 2: 7, 3: 1, 4: 3}",0
178,False,"{'a': 0.1, 'e': 0.8859791787083414}",25,0,-131.9424548722519,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
179,False,"{'a': 0.1, 'e': 0.7926299760005913}",20,0,-136.22081610740233,"{0: 8, 1: 7, 2: 3, 3: 0, 4: 2}",0
180,False,"{'a': 0.1, 'e': 0.697598341792231}",20,0,-223.02829940855477,"{0: 11, 1: 1, 2: 1, 3: 3, 4: 4}",0
181,False,"{'a': 0.1, 'e': 0.6241297268715372}",25,10,-45.02265793830823,"{0: 9, 1: 0, 2: 6, 3: 0, 4: 0}",1
182,False,"{'a': 0.1, 'e': 0.5901860053721384}",20,0,-102.44587845163181,"{0: 10, 1: 3, 2: 4, 3: 3, 4: 0}",0
183,False,"{'a': 0.1, 'e': 0.6040493040035633}",20,0,-59.1439160780542,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
184,False,"{'a': 0.1, 'e': 0.6622964259862423}",25,0,-74.29538209077448,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
