trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3290,False,"{'a': 0.1, 'e': 0.5861093091109512}",30,7,-76.16222329639695,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 1}",1
3291,False,"{'a': 0.1, 'e': 0.6398160610708279}",20,9,-45.57974848779006,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
3292,False,"{'a': 0.1, 'e': 0.6682690276165626}",30,10,-106.9514285548554,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",1
3293,False,"{'a': 0.1, 'e': 0.664490910071352}",20,0,-60.40069289510027,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
3294,False,"{'a': 0.1, 'e': 0.6293966109448893}",30,13,-21.42887904471657,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
3295,False,"{'a': 0.1, 'e': 0.5715669142373155}",30,21,-13.55261092437898,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
3296,False,"{'a': 0.1, 'e': 0.5051456362921132}",20,0,3.525255659085547,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
3297,False,"{'a': 0.1, 'e': 0.446375581302478}",30,16,-31.770387683337557,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
3298,False,"{'a': 0.1, 'e': 0.4096217007045522}",25,13,-67.86251549026382,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1
3299,False,"{'a': 0.1, 'e': 0.40385513446423726}",20,6,-6.4390078830796975,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
3300,False,"{'a': 0.1, 'e': 0.43045869856622354}",20,15,-0.486215782369841,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
3301,False,"{'a': 0.1, 'e': 0.4828906380429379}",20,11,-35.47576104004727,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
3302,False,"{'a': 0.1, 'e': 0.548288403831841}",25,0,-9.56420757861618,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",1
3303,False,"{'a': 0.1, 'e': 0.6106192721670258}",20,0,-106.52438421608545,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
3304,False,"{'a': 0.1, 'e': 0.6546060776285569}",20,0,-38.48561648672428,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
3305,False,"{'a': 0.1, 'e': 0.6694668145821903}",20,0,7.164309099155357,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
3306,False,"{'a': 0.1, 'e': 0.651552713483723}",25,0,-64.61779598959617,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
3307,False,"{'a': 0.1, 'e': 0.6052393236801711}",30,0,-68.50846632626336,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
3308,False,"{'a': 0.1, 'e': 0.5418529886801733}",25,11,-14.742457654354672,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
3309,False,"{'a': 0.1, 'e': 0.4768960980418949}",25,18,1.109590427694502,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
3310,False,"{'a': 0.1, 'e': 0.42625087844347576}",25,0,-9.781655514654256,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
3311,False,"{'a': 0.1, 'e': 0.4022913355753025}",20,13,11.10873119551051,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3312,False,"{'a': 0.1, 'e': 0.4108551652571087}",25,2,-109.15036892489746,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 2}",1
3313,False,"{'a': 0.1, 'e': 0.4498166484734768}",20,0,10.792207476246318,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3314,False,"{'a': 0.1, 'e': 0.5096094049434399}",25,0,-32.70112797947343,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
3315,False,"{'a': 0.1, 'e': 0.5755704529617168}",30,0,-5.97136621992337,"{0: 27, 1: 2, 2: 0, 3: 1, 4: 0}",0
3316,False,"{'a': 0.1, 'e': 0.6315312085245532}",20,11,5.693804370498494,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
3317,False,"{'a': 0.1, 'e': 0.6637759795724488}",25,0,18.79007453387945,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
3318,False,"{'a': 0.1, 'e': 0.6643988119388995}",20,16,7.184086277701652,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3319,False,"{'a': 0.1, 'e': 0.6332371161247072}",20,16,8.167536683247672,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3320,False,"{'a': 0.1, 'e': 0.5779091517924663}",25,0,-129.0810501225634,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
3321,False,"{'a': 0.1, 'e': 0.5119467612419943}",20,9,-4.940651309059298,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
3322,False,"{'a': 0.1, 'e': 0.4514810259579223}",35,24,-23.24416068110417,"{0: 7, 1: 3, 2: 0, 3: 1, 4: 0}",1
3323,False,"{'a': 0.1, 'e': 0.4112926256344703}",20,2,-9.499660623737936,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
3324,False,"{'a': 0.1, 'e': 0.40119395596635415}",20,0,-19.730496268480163,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
3325,False,"{'a': 0.1, 'e': 0.423628557904287}",25,16,-20.864097899896038,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
3326,False,"{'a': 0.1, 'e': 0.47307514986546584}",20,0,-52.97581073342781,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
3327,False,"{'a': 0.1, 'e': 0.5374016143952965}",20,8,-0.01055020991304878,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
3328,False,"{'a': 0.1, 'e': 0.6008369013139597}",20,0,-165.24045271780716,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
3329,False,"{'a': 0.1, 'e': 0.6478328453332322}",25,0,-193.3333933621118,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 3}",0
3330,False,"{'a': 0.1, 'e': 0.666870264538264}",20,1,-31.52051811228004,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 0}",1
3331,False,"{'a': 0.1, 'e': 0.653277629466146}",20,0,-115.14910840006505,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
3332,False,"{'a': 0.1, 'e': 0.6103725929753486}",20,15,-0.8626975237460046,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
3333,False,"{'a': 0.1, 'e': 0.5486474389643551}",20,0,-22.39493527753396,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
3334,False,"{'a': 0.1, 'e': 0.48319843729394885}",25,14,-22.346703073177025,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 0}",1
3335,False,"{'a': 0.1, 'e': 0.43002892136241855}",30,6,-79.03585094545733,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 2}",1
3336,False,"{'a': 0.1, 'e': 0.4021314268612532}",20,5,-24.367030526358292,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
3337,False,"{'a': 0.1, 'e': 0.40630804417348515}",30,21,11.029304829694912,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
3338,False,"{'a': 0.1, 'e': 0.44150713559403376}",25,7,0.5329381773248545,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
3339,False,"{'a': 0.1, 'e': 0.4990831313398651}",30,0,-31.284835009631173,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
3340,False,"{'a': 0.1, 'e': 0.564915229595215}",25,0,-51.17424135835648,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
3341,False,"{'a': 0.1, 'e': 0.6228657883085038}",30,14,-35.96827932895336,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
3342,False,"{'a': 0.1, 'e': 0.6587313978766289}",30,11,-56.692097379561865,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
3343,False,"{'a': 0.1, 'e': 0.6637192706304545}",20,0,-50.29340857520861,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
3344,False,"{'a': 0.1, 'e': 0.6365980751843138}",20,9,-7.224725815141407,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
3345,False,"{'a': 0.1, 'e': 0.5839970930154617}",20,0,-37.90878310826882,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
3346,False,"{'a': 0.1, 'e': 0.5187810204174487}",25,16,-4.656470631721431,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
3347,False,"{'a': 0.1, 'e': 0.45689883973063566}",30,4,-15.53119827038622,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 0}",1
3348,False,"{'a': 0.1, 'e': 0.4134786094394913}",20,15,10.12960576074261,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3349,False,"{'a': 0.1, 'e': 0.3991243886456729}",20,13,11.976178857964086,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3350,False,"{'a': 0.1, 'e': 0.4173217418914942}",20,15,-1.233138380165118,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
3351,False,"{'a': 0.1, 'e': 0.46358661918921096}",25,6,-54.97907466743424,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 2}",1
3352,False,"{'a': 0.1, 'e': 0.5265654398740915}",25,16,-43.82480582117851,"{0: 5, 1: 0, 2: 3, 3: 1, 4: 0}",1
3353,False,"{'a': 0.1, 'e': 0.5908164949086432}",20,0,-44.054748928735776,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
3354,False,"{'a': 0.1, 'e': 0.6405912794235975}",30,8,-8.410383261818588,"{0: 16, 1: 5, 2: 1, 3: 0, 4: 0}",1
3355,False,"{'a': 0.1, 'e': 0.6636897909336736}",20,0,-152.3385851393305,"{0: 10, 1: 5, 2: 2, 3: 0, 4: 3}",0
3356,False,"{'a': 0.1, 'e': 0.6544460005176002}",20,14,-0.1482626773026574,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
3357,False,"{'a': 0.1, 'e': 0.6151129204004202}",20,14,-0.7767135075113827,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
3358,False,"{'a': 0.1, 'e': 0.5553086873363355}",20,7,-16.594386892152897,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
3359,False,"{'a': 0.1, 'e': 0.4896598431773312}",20,1,15.348562975394374,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
3360,False,"{'a': 0.1, 'e': 0.4342192761369164}",35,12,-13.167885385803327,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
3361,False,"{'a': 0.1, 'e': 0.4025360734331587}",25,1,-58.63068809615043,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 2}",1
3362,False,"{'a': 0.1, 'e': 0.4023394833912939}",25,0,-2.080771024080437,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
3363,False,"{'a': 0.1, 'e': 0.4336485623980001}",35,18,-5.558242111452794,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
3364,False,"{'a': 0.1, 'e': 0.48876983245231576}",20,6,-8.633093696108194,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
3365,False,"{'a': 0.1, 'e': 0.5541829540214}",20,0,-33.38471695976851,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
3366,False,"{'a': 0.1, 'e': 0.6138522359831253}",25,7,-16.519438096985663,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
3367,False,"{'a': 0.1, 'e': 0.6531529012113236}",25,0,-125.00730274988021,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
3368,False,"{'a': 0.1, 'e': 0.6624507796451515}",20,0,-30.259634496946124,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
3369,False,"{'a': 0.1, 'e': 0.6394592307689853}",25,11,-120.23534644502828,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 2}",1
3370,False,"{'a': 0.1, 'e': 0.5897966936691994}",30,2,-35.87794608149988,"{0: 24, 1: 1, 2: 1, 3: 1, 4: 1}",1
3371,False,"{'a': 0.1, 'e': 0.5256089199152754}",25,0,-64.8527088992621,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
3372,False,"{'a': 0.1, 'e': 0.4625937477814859}",25,0,-24.709469068839564,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
3373,False,"{'a': 0.1, 'e': 0.41615722953103734}",20,0,-76.20617861398583,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
3374,False,"{'a': 0.1, 'e': 0.3976423469157555}",25,17,0.2919877543144367,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3375,False,"{'a': 0.1, 'e': 0.4115534966455467}",20,0,4.513754573479519,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
3376,False,"{'a': 0.1, 'e': 0.4544558863198153}",20,0,-84.28686165644821,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
3377,False,"{'a': 0.1, 'e': 0.515818761260985}",30,8,-18.690431192360375,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
3378,False,"{'a': 0.1, 'e': 0.5805954551715053}",25,9,-11.644699145669389,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
3379,False,"{'a': 0.1, 'e': 0.6329081486342684}",20,0,4.032649918943074,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
3380,False,"{'a': 0.1, 'e': 0.6599349797929221}",20,12,-6.4186152499203235,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
3381,False,"{'a': 0.1, 'e': 0.6550478885462551}",25,0,-106.93039457327866,"{0: 18, 1: 0, 2: 3, 3: 3, 4: 1}",0
3382,False,"{'a': 0.1, 'e': 0.6194332820491114}",20,14,13.123483394591172,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3383,False,"{'a': 0.1, 'e': 0.5617992438528497}",20,1,-77.47136289510968,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 1}",1
3384,False,"{'a': 0.1, 'e': 0.4962415393842067}",25,18,-13.634982354989555,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
3385,False,"{'a': 0.1, 'e': 0.43879137195555873}",30,0,-47.87894959497229,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
3386,False,"{'a': 0.1, 'e': 0.40349039055989927}",25,18,7.655107288988617,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
3387,False,"{'a': 0.1, 'e': 0.3989539230910777}",20,13,-12.094664199411056,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
3388,False,"{'a': 0.1, 'e': 0.426263601482858}",20,1,-53.69562512806225,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 1}",1
3389,False,"{'a': 0.1, 'e': 0.4787048582733177}",20,0,-59.14141025420695,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
3390,False,"{'a': 0.1, 'e': 0.5434129971161411}",25,14,-23.088089240925605,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
3391,False,"{'a': 0.1, 'e': 0.6045243051139921}",20,0,-102.5281218364326,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
3392,False,"{'a': 0.1, 'e': 0.6470603654357558}",20,0,-96.39675010480937,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
3393,False,"{'a': 0.1, 'e': 0.6605944760758079}",35,12,-157.36142127534913,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 3}",1
3394,False,"{'a': 0.1, 'e': 0.6418027083543313}",20,2,-69.98145341650209,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
3395,False,"{'a': 0.1, 'e': 0.5952754484152925}",25,0,-68.76727316302073,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
3396,False,"{'a': 0.1, 'e': 0.532391284366065}",20,7,-0.3664546910597606,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
3397,False,"{'a': 0.1, 'e': 0.46852949582194575}",20,13,-7.628517431513904,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
3398,False,"{'a': 0.1, 'e': 0.4193040259978182}",30,0,-9.711089779350598,"{0: 27, 1: 0, 2: 1, 3: 2, 4: 0}",0
3399,False,"{'a': 0.1, 'e': 0.39674114896982415}",25,1,-45.85301118627117,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 0}",1
3400,False,"{'a': 0.1, 'e': 0.4063365487998951}",25,20,9.193832259693185,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3401,False,"{'a': 0.1, 'e': 0.445711965484034}",20,0,-20.319061870732007,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
3402,False,"{'a': 0.1, 'e': 0.505199773644013}",20,6,-1.5893949194099632,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
3403,False,"{'a': 0.1, 'e': 0.5702118061542586}",25,0,-159.42218258711415,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
3404,False,"{'a': 0.1, 'e': 0.6248119986880221}",30,21,-1.6839359471500313,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
3405,False,"{'a': 0.1, 'e': 0.6556179140037118}",25,0,-83.23892575509801,"{0: 18, 1: 1, 2: 2, 3: 4, 4: 0}",0
3406,False,"{'a': 0.1, 'e': 0.6550759608383265}",20,3,-10.95946161424231,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
3407,False,"{'a': 0.1, 'e': 0.6233087301618383}",20,9,-41.64048162358579,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
3408,False,"{'a': 0.1, 'e': 0.5680826574616904}",20,0,-8.491877140962544,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
3409,False,"{'a': 0.1, 'e': 0.5029044972511562}",25,8,-106.03365028873128,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 2}",1
3410,False,"{'a': 0.1, 'e': 0.44371315654327864}",20,15,0.38964846312144186,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
3411,False,"{'a': 0.1, 'e': 0.40497714590662603}",30,0,-32.32430680451596,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 1}",0
3412,False,"{'a': 0.1, 'e': 0.3961531645775872}",20,12,1.0999808797275288,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3413,False,"{'a': 0.1, 'e': 0.41937264129581275}",20,9,-46.840036593302585,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
3414,False,"{'a': 0.1, 'e': 0.4689221883573821}",20,10,9.626556645024335,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
3415,False,"{'a': 0.1, 'e': 0.5326446082079416}",20,0,-72.99169172352208,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
3416,False,"{'a': 0.1, 'e': 0.5949169060029669}",25,9,-41.759109526768114,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
3417,False,"{'a': 0.1, 'e': 0.6404758179298967}",25,2,-127.67267962495485,"{0: 13, 1: 4, 2: 3, 3: 1, 4: 2}",1
3418,False,"{'a': 0.1, 'e': 0.6581541164105016}",25,0,-5.520825779056418,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
3419,False,"{'a': 0.1, 'e': 0.6436130794058875}",35,11,-77.03061213876535,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 0}",1
3420,False,"{'a': 0.1, 'e': 0.6004025258482065}",30,0,-9.478371692602893,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
3421,False,"{'a': 0.1, 'e': 0.5390894307715011}",20,0,-58.98022726246773,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
3422,False,"{'a': 0.1, 'e': 0.4746690201948188}",25,4,-67.85333568365137,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 1}",1
3423,False,"{'a': 0.1, 'e': 0.42289262630157703}",20,0,17.780843626799676,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3424,False,"{'a': 0.1, 'e': 0.39641156558328816}",20,0,-29.067542056169145,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
3425,False,"{'a': 0.1, 'e': 0.40168106648916313}",20,4,-48.41535520728442,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
3426,False,"{'a': 0.1, 'e': 0.437381927571864}",25,6,-53.293774436496946,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 2}",1
3427,False,"{'a': 0.1, 'e': 0.4947458194275139}",25,8,-13.855376921215356,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
3428,False,"{'a': 0.1, 'e': 0.5597040182749269}",25,0,-206.22135901566097,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
3429,False,"{'a': 0.1, 'e': 0.6163330110945503}",20,0,-107.01004946332992,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
3430,False,"{'a': 0.1, 'e': 0.6507531009306726}",25,0,-173.53304960675368,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
3431,False,"{'a': 0.1, 'e': 0.6545255041850457}",20,14,-2.9833281424389253,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
3432,False,"{'a': 0.1, 'e': 0.6267164902840158}",25,16,7.304754874356469,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
3433,False,"{'a': 0.1, 'e': 0.5741236723874465}",20,13,-10.093855033326431,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
3434,False,"{'a': 0.1, 'e': 0.5096096130784116}",25,7,-82.91500809558444,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 2}",1
3435,False,"{'a': 0.1, 'e': 0.44895125100710065}",20,12,2.3526751727549717,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3436,False,"{'a': 0.1, 'e': 0.4069768540128323}",25,0,-3.2308800936559567,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
3437,False,"{'a': 0.1, 'e': 0.39393638128232855}",30,13,6.010662112316528,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
3438,False,"{'a': 0.1, 'e': 0.4129937109911157}",20,0,-69.78928795190143,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
3439,False,"{'a': 0.1, 'e': 0.45945428894928964}",25,14,8.415708092327487,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3440,False,"{'a': 0.1, 'e': 0.5219167394657651}",30,9,-9.115197475175322,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
3441,False,"{'a': 0.1, 'e': 0.5850659403280121}",30,1,-81.35847791078746,"{0: 22, 1: 4, 2: 1, 3: 0, 4: 2}",1
3442,False,"{'a': 0.1, 'e': 0.6334233229573905}",25,6,-36.33354394277116,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 1}",1
3443,False,"{'a': 0.1, 'e': 0.6551360406633029}",30,20,7.276956683597949,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
3444,False,"{'a': 0.1, 'e': 0.6448774130350926}",20,9,2.0908682887843666,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
3445,False,"{'a': 0.1, 'e': 0.6051488950085652}",25,0,-100.65537101645735,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
3446,False,"{'a': 0.1, 'e': 0.5456653388883451}",20,3,-6.230424827809271,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
3447,False,"{'a': 0.1, 'e': 0.48097462041302047}",30,0,-81.38222792005774,"{0: 23, 1: 4, 2: 1, 3: 0, 4: 2}",0
3448,False,"{'a': 0.1, 'e': 0.42689487773903695}",20,12,-36.24228637733656,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
3449,False,"{'a': 0.1, 'e': 0.39664188008834733}",30,16,9.35580403030039,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
3450,False,"{'a': 0.1, 'e': 0.3975946321771501}",20,3,-31.00010712529122,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
3451,False,"{'a': 0.1, 'e': 0.4294907924930121}",30,22,15.128858252871758,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3452,False,"{'a': 0.1, 'e': 0.48449322658667204}",25,0,-117.7245336124783,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 2}",0
3453,False,"{'a': 0.1, 'e': 0.5491108320748183}",25,11,-32.2822969502285,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
3454,False,"{'a': 0.1, 'e': 0.6075028555515922}",35,3,-123.94538071396745,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 2}",1
3455,False,"{'a': 0.1, 'e': 0.6453573895792932}",30,5,-67.39013170761402,"{0: 19, 1: 3, 2: 0, 3: 2, 4: 1}",1
3456,False,"{'a': 0.1, 'e': 0.6533944270664118}",25,12,-15.559972867097333,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
3457,False,"{'a': 0.1, 'e': 0.6296360479113303}",20,0,-34.06075307732786,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
3458,False,"{'a': 0.1, 'e': 0.5798883780071417}",35,0,-100.24500504703703,"{0: 23, 1: 4, 2: 7, 3: 0, 4: 1}",0
3459,False,"{'a': 0.1, 'e': 0.5163178845342388}",25,0,-106.88131434336128,"{0: 16, 1: 5, 2: 1, 3: 1, 4: 2}",1
3460,False,"{'a': 0.1, 'e': 0.45447110958468717}",20,0,-8.302078562932484,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
3461,False,"{'a': 0.1, 'e': 0.4094678802893042}",25,8,20.14675604832454,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
3462,False,"{'a': 0.1, 'e': 0.3923001415700019}",30,10,-59.654519424678334,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",1
3463,False,"{'a': 0.1, 'e': 0.40714241648658456}",20,0,-23.979964929805167,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
3464,False,"{'a': 0.1, 'e': 0.45033197796595353}",20,2,20.450595879486414,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
3465,False,"{'a': 0.1, 'e': 0.5112678728735054}",20,9,5.78407835342844,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3466,False,"{'a': 0.1, 'e': 0.5750081324710403}",30,4,-44.362250493892915,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 1}",1
3467,False,"{'a': 0.1, 'e': 0.625928858630137}",20,0,15.249361931916122,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3468,False,"{'a': 0.1, 'e': 0.651549125077216}",30,21,9.477431115472214,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
3469,False,"{'a': 0.1, 'e': 0.6455853159958823}",25,0,-74.91586016779821,"{0: 15, 1: 7, 2: 2, 3: 0, 4: 1}",0
3470,False,"{'a': 0.1, 'e': 0.6094874428592625}",25,15,-35.39197382657043,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
